"Gene","Score"
"LARP4",1.56605293102015
"SNTB2",1.56598157040871
"ACBD6",1.56597649246065
"ARHGAP5",1.56596768344729
"ZNF423",1.56588702887553
"DNAJC7",1.56568107264949
"STIL",1.56562073966789
"RSL1D1",1.56555131801573
"MDM1",1.56552413141109
"PPFIA3",1.56510602030765
"YEATS4",1.56504515180713
"AC078927.1",1.56498530454078
"ZNF765",1.56492465891619
"CMPK1",1.56491105348679
"CHUK",1.56490798675312
"AC015813.2",1.56481437736989
"H2AJ",1.5644689147572
"DHX9",1.5644126613334
"FAM136A",1.5644000544169
"ERCC1",1.56436002197578
"MT1F",1.56427886584368
"MAPKAPK5",1.56414814289296
"EIF3C",1.56412001537405
"ZBTB18",1.56411373926388
"EXT2",1.56405946832882
"COX15",1.56399202243087
"GLUL",1.56389246442105
"CAND1",1.56363473402938
"SLK",1.56347326012488
"MRPS7",1.56307144164811
"AC108488.2",1.56304428105372
"NPIPB13",1.5630363213214
"YY1",1.56300476826597
"AL121594.1",1.56293563224702
"NDUFAF7",1.56262040849242
"TRIM46",1.56253181373646
"C1orf131",1.56233620189182
"CRY1",1.56226356945324
"COTL1",1.56220351723695
"ATP6V1D",1.56206092360518
"PPAN",1.56179440003202
"SUCO",1.56179342851104
"UNC13C",1.56154067558771
"AKAP13",1.56147791467392
"INO80",1.56137139341025
"SDC1",1.56124018117423
"GPATCH3",1.56099945717361
"TUBG2",1.56067172788535
"AC073896.1",1.56066607316046
"DTNA",1.56063512132096
"EMILIN2",1.5605797694863
"KRAS",1.56042326575542
"CNPY2",1.560413050637
"MTF2",1.56035151032894
"SLC25A21",1.5602295153546
"SLC35E1",1.56009583345295
"CEP104",1.56006796375086
"DDX6",1.5599645097608
"ZNF286A",1.55988234071163
"PDCL3",1.55986617778836
"CCDC34",1.55984232420279
"MYO1E",1.55980583069217
"COPB1",1.55973476644213
"RPTOR",1.55972327007342
"SQOR",1.55970072741567
"FBXO11",1.55965006539263
"FTL",1.55958068811701
"DMAC2L",1.55953777378363
"UCHL5",1.55896373127066
"RFWD3",1.55894135757882
"PIK3R2",1.55883354709114
"ITFG2",1.55866381306726
"NME2",1.55850870584931
"TECPR2",1.5584284522904
"CD276",1.55836874799055
"GPS2",1.55804424023389
"CDR2",1.55802159522888
"SCART1",1.55792044374374
"AAMDC",1.55766695591066
"NFIX",1.55764507401828
"UNK",1.55762297982414
"C1orf116",1.55750380363766
"RNFT1",1.55748409014783
"BMI1",1.55741917891915
"BMS1",1.55736934578308
"BLOC1S1",1.55734022203338
"TMED5",1.55718446540964
"PPP1R12B",1.55705204704099
"VPS11",1.55679785489106
"PPP4R3B",1.55669882090254
"RCC1",1.55657702031376
"SLC3A1",1.55649505759787
"SRSF1",1.5564196287931
"RBM19",1.55637015029022
"SFXN5",1.55617434550739
"PLA2G15",1.55613613907267
"ABCA4",1.55595875335909
"PHKG2",1.5557575846346
"CLBA1",1.55570926070575
"PNPT1",1.55566678860469
"TNFRSF19",1.55548598230575
"SEL1L",1.55526254083147
"POGK",1.55510287225327
"AL445685.3",1.55504147604972
"IRGQ",1.55493254827031
"CAP1",1.55483847722053
"TEX2",1.55472000107046
"PLEKHG3",1.55470877265997
"GFER",1.55469215821559
"RPRD1A",1.55463645238266
"COPS2",1.55458618442728
"AP002373.1",1.55457768431196
"HNRNPM",1.5545646460318
"THAP12",1.55453815359348
"ZMYND11",1.5545116948564
"TARBP1",1.55445529158077
"ANKRD16",1.55442969279284
"UQCC3",1.55414689388808
"EXD2",1.55397404797133
"TUBGCP2",1.55394850861117
"ZNF549",1.55370555517516
"CASKIN1",1.55348834788668
"AAGAB",1.55320642526407
"NTHL1",1.55312905440488
"PRPF38B",1.55312290812454
"AL157392.5",1.55299697514857
"CDC42",1.55290466407551
"DDX11",1.55278279617289
"C11orf54",1.55277323133451
"IQCK",1.55271764068469
"TSC22D1",1.55256394740754
"UBE2N",1.55256361033354
"GMCL1",1.5525591532039
"DUSP11",1.55248322026155
"GPN1",1.55226170062936
"ARAP1",1.55217459475559
"FRA10AC1",1.55215181551641
"ADK",1.55197813086264
"MRPS15",1.55192255648862
"VAMP5",1.55157520330607
"SUPT16H",1.55153606058867
"DHX38",1.55144243000636
"ZNHIT6",1.55130555271007
"OSBPL8",1.55089384899497
"TMEM223",1.55066527246577
"EXOSC5",1.55050935815618
"SFSWAP",1.55044140467443
"CRTC2",1.55025792252258
"VPS37B",1.55010151674258
"CEP350",1.54990491615199
"CELF2",1.54943336296708
"RTBDN",1.54943336296708
"PRELP",1.54943336296708
"WNT10B",1.54943336296708
"ZNF676",1.54943336296708
"MAP4K1",1.54943336296708
"INA",1.54920794518381
"TMEM106A",1.54906013741324
"TP53BP2",1.54903039283943
"ZNF143",1.54894508052694
"PSMG2",1.54893227889754
"CTR9",1.54879898293642
"PRCC",1.54873441942933
"CRYZ",1.54857145236897
"TBKBP1",1.548426701194
"PACS2",1.54832637118605
"TMEM219",1.54828562300865
"ZNF66",1.54827858062901
"RIC8B",1.5479825651444
"MISP",1.5479312979848
"ARID4A",1.54751791502736
"CPN1",1.54743522757746
"NPIPB12",1.54725339085542
"HEATR5A",1.54709051585697
"PITPNM2",1.54699661295678
"TARDBP",1.54689552572274
"SP1",1.54679099119531
"AC002985.1",1.54677803156733
"KATNB1",1.5465760931465
"ARNTL2",1.54654970971664
"FNBP4",1.54654566092102
"EIF2S1",1.54635765756805
"MAP2K1",1.54627947710507
"CTTN",1.54623530243998
"SARNP",1.54599407981791
"KMT5B",1.54597329055398
"PEAR1",1.54554125626239
"PIP5K1A",1.54545996088602
"MEN1",1.54529476278143
"MECR",1.54516223586985
"ST7L",1.54511452696968
"MICAL2",1.54510307228269
"SPG21",1.54497036596755
"ANKRD27",1.54449973337988
"PEX5",1.54431870089708
"ARRB1",1.54430992739941
"PRR36",1.54422518794732
"RNH1",1.54382282293951
"POP4",1.54376743161392
"THTPA",1.54373510371362
"SOX6",1.54366380624883
"ITSN2",1.54358264922489
"GRB2",1.54353060445221
"STX5",1.54329078085857
"ATP6V0B",1.54321364386963
"ISG15",1.54321091246852
"IER3IP1",1.54320554105063
"BMPR1A",1.54313919692293
"HSBP1",1.54312540151398
"CAMTA2",1.54305860571301
"TRMT13",1.54304629727702
"CCDC9",1.54301983766962
"SCO1",1.54300401125854
"ZNF155",1.54290162978583
"CXXC1",1.54284489386087
"ICMT",1.54264069434628
"CDADC1",1.54261913979522
"PDZD7",1.54261519789218
"NLRC5",1.54258993327347
"SLC9A5",1.54247011318246
"KCNAB2",1.54214767106459
"NOL3",1.54213891501201
"ZBTB37",1.5420906119418
"SF3B2",1.54207653229064
"SLC38A1",1.54205862119083
"IRF3",1.54167168250949
"PTEN",1.54163835134586
"ARHGEF11",1.54160173534643
"SYVN1",1.54153452066961
"CD58",1.54152596633416
"SLC25A24",1.54145732182472
"OVCA2",1.54139823129805
"SALL1",1.54137367967694
"RAB8A",1.54126370859996
"TRIM3",1.5411404214734
"CDC27",1.54105336599421
"NIPA1",1.54078695707818
"C15orf40",1.54047972725816
"SKA3",1.53978108295984
"AL136295.5",1.53971503017853
"SAMD1",1.53970300427891
"WDHD1",1.53969269581417
"SEMA7A",1.5396691570161
"ACTR1A",1.53963783357093
"AC007192.1",1.53959436953541
"EVI5",1.53945905892716
"ZNF490",1.53944918751844
"USP15",1.53926670272271
"ZNF682",1.53921055101355
"MSI2",1.53888511193684
"CERS5",1.53880132869794
"KRT76",1.53875470404249
"PAFAH1B2",1.53862401016146
"ZBTB17",1.53857479995425
"DDX1",1.53852065582268
"PNRC2",1.53851481816963
"N4BP2L2",1.53842594576617
"KLHDC2",1.53835444261809
"UVRAG",1.53819846905639
"WBP11",1.53817529282253
"FXR2",1.53816287493465
"METAP2",1.5381578437579
"CENPF",1.53803449663274
"AC012184.2",1.53797980743832
"WDR90",1.53782342880005
"ZC3H13",1.53777647729782
"EFCAB14",1.53765343549054
"ANAPC11",1.53759081238332
"CENPT",1.53757856185492
"IKBIP",1.53747589366071
"MPZL1",1.53744487820576
"SLC46A1",1.5374000424632
"TIMM9",1.53724399908879
"DENND2B",1.53721028085744
"PPP1R15B",1.53693161376113
"RAD52",1.53693021761091
"FBXO28",1.53684664002087
"NECTIN2",1.53677313678687
"VPS37C",1.53672908828093
"SMIM7",1.5367197229008
"NAGLU",1.53663114241515
"PAFAH1B1",1.53623158020651
"POLI",1.53620844272948
"CMTR2",1.53616910929081
"AL139353.1",1.53608979021
"MRTO4",1.53592806587628
"COL4A2",1.53577952827533
"GNG4",1.5357321081774
"BTBD1",1.53564991974194
"RSF1",1.53551532006751
"U2AF2",1.53542875531463
"RPL18A",1.53530477215165
"CCDC84",1.53463956583989
"ZNF592",1.53451042994142
"RHOT1",1.53442114898235
"ATXN7L3B",1.53426022318346
"SLC25A39",1.53421274056727
"DNAJC11",1.5341469141628
"BAG5",1.534128914834
"B2M",1.53411381109406
"CTCF",1.53410394254374
"DDHD1",1.5336285774392
"UBAP2L",1.53360462795333
"TMEM201",1.53358516619926
"SPAG5",1.53347042300694
"TAOK1",1.53343982812497
"AHSA1",1.53336068034186
"SH3GL1",1.53322880070959
"NBPF9",1.53322555349999
"EXOC5",1.53298202960355
"ALMS1",1.53280319476971
"L34079.1",1.5326394777726
"MRPL12",1.53251457859154
"TMEM183A",1.53249939454103
"FKBP4",1.53246907426845
"TIMM23",1.53234909582549
"EIF3CL",1.53209716017182
"MORF4L1",1.53206049578234
"USPL1",1.5319127337154
"CCDC85B",1.53182330851413
"SNRPE",1.53176156868333
"TBCB",1.53174487977921
"SLC4A1AP",1.5316972395645
"RECQL",1.53160082338022
"WDR81",1.53154227986377
"CDK11B",1.53144658560571
"ANP32A",1.53143179801753
"ACLY",1.53135222739495
"POLR3E",1.53109690747643
"PPM1G",1.53101793422506
"NOC4L",1.53099195795586
"TUBA1C",1.53092744795102
"TEX52",1.53088968701056
"DDX55",1.53083699924607
"USP39",1.53077032673641
"KDM8",1.53057657801962
"SMG1",1.53037029913181
"CAPN1",1.53007841029097
"CDK2AP1",1.52999787060535
"TBC1D3L",1.52982641504717
"METTL3",1.52975580405524
"OTUD3",1.52970168804207
"CAMSAP2",1.5296493081064
"CCDC91",1.52960631423613
"KCTD3",1.52947740802935
"LRRC41",1.52944984000497
"MYO1D",1.52928795318261
"HDGFL2",1.52924081192044
"B3GNT2",1.52902179095155
"LRRC59",1.52867166891908
"SUMO2",1.52863325043825
"MEGF11",1.52859472986972
"PRKAA2",1.5285164732535
"PEAK3",1.52840586815027
"DNAJB1",1.52833157609336
"LIPC",1.52816571309877
"SLC25A3",1.52799782243117
"GADD45GIP1",1.52790845185238
"ANKRD13B",1.52782202793228
"GNPNAT1",1.52757349609923
"TESMIN",1.52755271449948
"COMMD3-BMI1",1.52746064951084
"ENAH",1.52739425801752
"IREB2",1.52739242431174
"RAB6A",1.52722309260563
"SLC43A2",1.52716040794797
"SMNDC1",1.52710649345975
"WDR25",1.52702773410234
"NMNAT1",1.52693962024558
"MRPL34",1.52693268275293
"BUD13",1.52691632846901
"SLC25A19",1.52690566590297
"ETNK2",1.52683853387876
"PIDD1",1.52672066002878
"USP1",1.52670566639522
"FAM204A",1.52664898835104
"PARVA",1.52656120349308
"TMEM53",1.52633212709356
"PSMC6",1.52629099769746
"DCPS",1.5261989037809
"PPP1R13B",1.52615891478163
"CDYL2",1.52594944199891
"TIMM22",1.52592147889524
"TSEN34",1.52586440195652
"C18orf25",1.52567462116786
"SMG7",1.5256635040568
"CPSF3",1.52558674840033
"MNS1",1.52556523933582
"AL162377.3",1.52535332097395
"KLC1",1.52524696165719
"MRPS31",1.52514369299211
"RBM42",1.52498998317897
"RPL22",1.52497774852139
"NPIPB3",1.52493451390462
"SGPL1",1.52491848771185
"MTRF1",1.52478367437422
"ARID1A",1.52454095760639
"ZNF226",1.5244993917122
"PATL1",1.52449904279466
"RIN1",1.52446017104424
"ZNF556",1.52441467664912
"ZCCHC17",1.52378755021294
"TAMALIN",1.52372223058465
"ST3GAL2",1.52369606689443
"DPP3",1.52351761880758
"HECTD4",1.52348896590342
"KDM4B",1.52338046300973
"UGGT2",1.52334382497611
"USP24",1.52314891554141
"FOSB",1.52314405594576
"FKBP8",1.52301141812399
"IFI30",1.52300872076797
"PEX13",1.52291759619172
"MAT2A",1.52289804193255
"KAT5",1.52274041658251
"AARSD1",1.52272852528659
"AC090360.1",1.52264225593113
"MRPL37",1.52263815346777
"AC023055.1",1.52213210300885
"AC073283.3",1.52209554545306
"GNAI3",1.52204061318765
"YWHAQ",1.52201240801951
"KCNAB3",1.5219147343815
"HECTD1",1.52186598867333
"RTF1",1.52178065759901
"CEP170",1.52158369505849
"RAB26",1.521337609151
"NCOR1",1.52117636884497
"TECTB",1.52114277432231
"ACBD4",1.52110340814078
"PLAU",1.52109760624702
"CCDC73",1.52100650690138
"KRT10",1.52092959564988
"NOTCH2",1.52068389962851
"IPO7",1.52064974175219
"TMEM25",1.52040911549322
"ETAA1",1.52040002891355
"ZNF91",1.5203883605576
"MED26",1.52036475911191
"GTF2F1",1.52025304839173
"PAM16",1.5202380614954
"RAB21",1.52010840179339
"THBS1",1.51995232173003
"GAS7",1.51968640567787
"MICOS10-NBL1",1.51964212911379
"PAF1",1.51946739295634
"TRIM65",1.51938828617687
"SRSF4",1.51914752923722
"KDM2B",1.51911251117215
"H3-3B",1.51907207485346
"ENO3",1.51906349987559
"ZSWIM9",1.51899331891044
"TMPRSS9",1.51888412768314
"CORO1C",1.51888059110503
"COX5B",1.51847464591009
"CHAF1A",1.51843826197153
"DNMBP",1.51843792979275
"DNMT1",1.51835927393547
"RHBDL2",1.51832999215339
"AC005324.4",1.51824095856687
"CABLES1",1.51799393162419
"MMP1",1.51791719921025
"ZNF513",1.5177975483006
"FKBP3",1.51772958502634
"HNRNPL",1.51759991540221
"CBX1",1.51757049364341
"CYB5B",1.51756660396457
"SRSF11",1.51752395866221
"ZNF134",1.51745185774117
"RDH13",1.51733981553511
"ZNF260",1.51725205928727
"EIF2B2",1.51709062518199
"KLHL11",1.51695143354514
"MTHFD1",1.51679777280585
"FANCI",1.51670883163978
"PHLDA2",1.51668250836697
"GOSR2",1.51636140262506
"ARL16",1.51606033566016
"RPS7",1.51593056651812
"GAPDH",1.51582980544104
"ZNF135",1.51556188158211
"GUCY1A2",1.51556188158211
"PRDM10",1.51547846479387
"COA8",1.51540861589092
"EPG5",1.51530447240011
"COMMD3",1.51530316168479
"EPS15L1",1.51526655734192
"PRC1",1.51524493996677
"AL031847.1",1.51522058187889
"RASSF3",1.51517822342705
"TTC39C",1.51512068327949
"FBXL19",1.51510454288784
"IDE",1.51506207212148
"ATP5F1A",1.51499891936655
"NOSIP",1.51498140325971
"UBR7",1.51494823520885
"CNOT2",1.51471660325177
"RPS15",1.51463751202863
"MTX1",1.51462823910448
"FERMT2",1.51462359078596
"ATPAF1",1.51457396831003
"PML",1.51440136015057
"FBXO3",1.51429445912798
"GTPBP4",1.51416025085692
"COMMD1",1.51392079471073
"TRIM33",1.51387258551331
"ZNF699",1.51385022694689
"DUS1L",1.51380045625311
"PKD1",1.51374783182657
"ARID3A",1.51362714127738
"JAK1",1.51361390745383
"DCTN2",1.51352924199064
"LONP2",1.51352644325792
"UBE2D1",1.51350021783585
"MPND",1.51334435542182
"FAM72B",1.51331404620605
"NAGPA",1.51330680953208
"ZBTB40",1.51308213979551
"ITPKC",1.51305070797316
"KIF23",1.51292216244123
"SMARCA4",1.51271503950524
"NVL",1.5127075828386
"AP4S1",1.51268083542978
"FKBP2",1.51248627932515
"PATJ",1.51217360919292
"MYH14",1.51207149458717
"CCDC30",1.51206516783223
"GLRX3",1.51194861351954
"TBL3",1.51185778350889
"SEPTIN9",1.51161985585306
"DPH1",1.51160233444434
"RAB37",1.51121073528521
"CIT",1.51114802410231
"PYM1",1.51114593319284
"PDS5B",1.51114377603421
"MEAK7",1.51110987630537
"FBH1",1.51104560237118
"NDUFS2",1.51089022437652
"RAVER1",1.51083503364238
"ZNF701",1.51070974618326
"RPP30",1.51069986085145
"LRFN4",1.5106826455706
"ANKRD52",1.51042617297815
"PLEKHA4",1.51042379301353
"THRAP3",1.51042156192357
"KPNA2",1.51041348860817
"MIS12",1.51028129220506
"POLDIP2",1.51024033469158
"GNAO1",1.51012258506612
"VASH1",1.50980708628578
"SRCIN1",1.5097197630818
"APEX1",1.50971587913846
"SIGLEC10",1.50958208236824
"GDI2",1.50950288267734
"USP8",1.5093796719224
"GSK3A",1.50935054946417
"ISCA2",1.50912374053337
"SAP30BP",1.50912047402051
"GANC",1.50905203452799
"PMFBP1",1.50898168513109
"NAPG",1.50884868053767
"MED8",1.50882182305388
"C11orf58",1.5088111955483
"TJP1",1.50872892552631
"UBE2M",1.50871810340895
"C12orf45",1.50866975168792
"ARPC3",1.50865287595053
"GFPT1",1.50827459281876
"CDH23",1.5080780172863
"AHNAK",1.50799267579974
"VASP",1.50797598874601
"SKA2",1.5075914038734
"SLC44A2",1.50743150354878
"SIK2",1.50728835130739
"USP22",1.50727947438945
"COX7A2L",1.50710078648859
"RFC3",1.50686400269642
"CCSER2",1.50680849870773
"ZPR1",1.50657764899126
"MAP3K11",1.50651879347437
"MVK",1.50640884656329
"PAPLN",1.50635503753538
"RSPRY1",1.50632289453638
"ZNF579",1.50620639819627
"SLC39A9",1.5061950607519
"TUBGCP5",1.50613394368421
"AP001453.4",1.50580877256349
"RDX",1.50579705470525
"NUP88",1.50577864131084
"PRPF3",1.50573079769885
"AC008012.1",1.50560325953979
"ADSS2",1.50558460418794
"PMF1",1.50552438541118
"TLCD2",1.50546347739265
"C1orf226",1.50543456389612
"CLPB",1.50501273764772
"TMX3",1.50495759436056
"ZNF326",1.50477149017232
"GRTP1",1.50474902705261
"ZNF384",1.50470885532508
"LRRC8D",1.50437927335594
"TMEM132A",1.50422328028897
"B4GALNT3",1.50421956881087
"LTBP1",1.50421216450662
"MITD1",1.50420713281679
"METTL17",1.5041840910923
"NASP",1.50416937491103
"UBA52",1.50416233996585
"TUBG1",1.50404768703087
"MLST8",1.50397058229398
"AC091167.6",1.50390652424952
"AC003002.1",1.5039002016267
"NUDT15",1.50384796306582
"SFXN3",1.50378477892973
"KRT19",1.50373828118572
"RPP38",1.50369492872955
"SLC39A11",1.5036607968809
"TALDO1",1.50352936925952
"B4GALT2",1.50345386486087
"SUPT6H",1.50328379579862
"SCAMP4",1.50304800010218
"CDC73",1.50300027970793
"SNRNP200",1.50288177798086
"VANGL1",1.50272660760804
"SLC1A4",1.50256974613735
"EIF5A",1.50245028479278
"AC068831.6",1.50243179154124
"TFB2M",1.50227987449447
"C1orf43",1.50220010781734
"LIN9",1.50212272545469
"RETREG3",1.50202985291477
"RBBP4",1.5018979226367
"PDP2",1.50188650014739
"RPL5",1.50187178356592
"AL603832.3",1.5015822150259
"TCHP",1.50154292524315
"PTPMT1",1.50141270780851
"GPR137",1.50141033112766
"TAF1A",1.5012955369429
"DNAJC6",1.5012145506007
"SAR1A",1.50120097330773
"TRUB1",1.50119157553138
"MEAF6",1.50115958660382
"ATP5PD",1.5011567978915
"TVP23B",1.50112772889313
"CAVIN1",1.50109438992215
"LRRC8B",1.50103413728598
"RDH11",1.50103273999286
"FDPS",1.50096058938685
"FEZ2",1.50089635937575
"GNB1",1.50089100849973
"PRXL2A",1.50083575986007
"CRK",1.50081769036906
"CRADD",1.50078652365772
"ZNF205",1.50071983302477
"MAB21L3",1.50070442914904
"AL139300.1",1.50070268855293
"LRMDA",1.5003913721024
"TAOK3",1.50037122195961
"TNS2",1.50019225582852
"AC046185.1",1.49999749313288
"RPS16",1.49999670964305
"SPATS2",1.499944833888
"ZC3H12A",1.49985287815439
"XPR1",1.49977581596946
"BEAN1",1.49973971876848
"CPSF2",1.49972683411305
"DYNC1LI2",1.49972069548312
"FBXO2",1.49962160081358
"BUB3",1.49956299351777
"ABHD3",1.4994635144761
"NADK",1.49936963832121
"PAGR1",1.4992459107968
"NAT9",1.49917929132192
"PLIN1",1.49905790137303
"CLCC1",1.49895038550124
"RAN",1.49886645636113
"ZCCHC2",1.49884155322924
"COL2A1",1.49876132148917
"MDH1",1.49861191456097
"LRRC49",1.49832267333223
"TNKS1BP1",1.49818925831553
"RELA",1.49813761975286
"NFIC",1.49809877333785
"EIF3J",1.49808398408508
"HEXIM1",1.49806042163232
"DDX42",1.49804853101301
"TRIM21",1.49804786168536
"STT3A",1.49802364226063
"STARD6",1.49800092741991
"SLC35E2B",1.49786914704774
"DYNLL2",1.49777362270473
"KIFAP3",1.49756206834181
"UFC1",1.49744048109545
"EPS8L2",1.49740665034833
"P2RX5-TAX1BP3",1.49739242939253
"MIER1",1.49733291206018
"TGM1",1.4972358082389
"YIPF4",1.49715940577711
"UNKL",1.49713938266293
"CDC34",1.49693201600973
"VAMP8",1.49688541625469
"PLEKHA1",1.49670176493129
"RNF40",1.49670056688226
"SWAP70",1.49669922596729
"PFKFB2",1.49647642400607
"SIPA1L1",1.49645989255864
"CEP83",1.49639353051133
"TPM1",1.49634097535892
"CDC37",1.49631858126165
"FAM118B",1.49631617588528
"DOT1L",1.4962574556322
"ATP5F1B",1.49613895433111
"STMN1",1.49596825547144
"NR1H2",1.49587062127347
"STX4",1.49572113774089
"ATF3",1.49564082853523
"ZSWIM5",1.49563818986815
"DDX19B",1.49562740796473
"TERF2IP",1.49559211317964
"RABGGTB",1.49556602634345
"NDUFB10",1.49546453139666
"MYSM1",1.49545068444644
"CYTH1",1.49536404207765
"SHLD2",1.49523503517481
"SNRNP40",1.49521156757688
"PSMB3",1.49520681956861
"ZNF232",1.49501906609022
"ZNF675",1.49491978029385
"ADCY3",1.49490961801381
"ZNF570",1.49473679288695
"DKK1",1.49454686809836
"PRR13",1.49448871513143
"CEP152",1.49447092382455
"NUCKS1",1.49421482989512
"CD59",1.49415987834102
"ZNF689",1.49413832607732
"TSACC",1.49413556177899
"CHEK1",1.49409976816052
"ZNF320",1.49408543206703
"COPE",1.4940425595616
"MICU1",1.49403579448001
"NDUFA4L2",1.49382930582538
"PRELID3A",1.49380007780816
"SLC30A1",1.49371136266993
"FBXO21",1.49362490711417
"SP2",1.493568155691
"IQSEC3",1.49339322745989
"WARS2",1.4932852852076
"ZNF195",1.49320093858835
"TIMP2",1.49309961924012
"FBXO44",1.49289572805004
"SPTY2D1",1.49282757047317
"EPS8L1",1.49280821650933
"AMDHD1",1.49280448820234
"ATP5MG",1.49259217916187
"ZNF106",1.49257230178062
"SMG6",1.49254632178788
"PSMD8",1.49246410868241
"PMF1-BGLAP",1.49244129722117
"CAT",1.4923770452773
"ZNF664",1.49232441583318
"CEP295NL",1.4922609118619
"LTB4R2",1.49220198571211
"DCLRE1B",1.49214979575386
"DDX24",1.491997181488
"KIAA1522",1.4919955015625
"HEATR3",1.49176786664768
"CD8A",1.49162736627469
"STK40",1.49138551396265
"RETSAT",1.49111528759281
"CCDC86",1.49110090125461
"LIG4",1.49109157029799
"EIF5",1.49091061511663
"GPATCH8",1.49089821257307
"FADD",1.49087040357138
"SYNJ2BP-COX16",1.49075016957441
"CDT1",1.49071673821532
"HADHA",1.49069049290394
"RBM17",1.49065718932828
"NAALAD2",1.490654234494
"KLHL14",1.49065262275202
"PARD3",1.49055410842599
"SPSB3",1.4904016617854
"VRK1",1.49038864093112
"USP31",1.49030619310226
"UROS",1.49002584863444
"AC048338.1",1.48994842878961
"SDF4",1.48994415900279
"ZDHHC17",1.48993581943107
"PLXDC2",1.48989470317212
"EIF3G",1.48987823487884
"DCLRE1A",1.48975348854437
"TOX3",1.48968120315747
"PDE8A",1.48960680496351
"PCBP2",1.48940809662949
"ALKBH3",1.48934860962507
"TMEM199",1.48928828115825
"IMMT",1.48922322088676
"MTG1",1.48892302610104
"PSPC1",1.48890555349291
"BPNT1",1.48875238178882
"LENG1",1.488674909066
"TUBA1A",1.48867420142253
"UBE2Z",1.48858788898505
"KNTC1",1.48855304064288
"MIA3",1.48847462464001
"BSDC1",1.48830500123609
"DVL1",1.48830372743713
"SETD1A",1.48828701670963
"MNAT1",1.48823052247765
"CD2BP2",1.48818801191178
"EPN1",1.48817952806724
"GCNT3",1.4880909140126
"VWA1",1.48808865137819
"YIF1A",1.48804294052872
"CASC3",1.48804256560859
"RHOG",1.48793458608136
"CYP2J2",1.48780855825272
"CAB39L",1.48775624390358
"DYNC1H1",1.48762887385868
"CHP1",1.48743013334618
"SIK3",1.48738225385017
"EGLN2",1.48712375318619
"ATAD5",1.48710227226105
"EFTUD2",1.48705276518612
"TIGAR",1.48697317070661
"C12orf49",1.48685819432385
"PDF",1.48672296561519
"PRRC2C",1.48666279795016
"RALBP1",1.48663252463812
"C4BPB",1.4866079724296
"ASAP3",1.48652368481254
"DDX19A",1.48650707286752
"SMCR8",1.48646501571673
"PABPC4",1.48638438054327
"CCT3",1.48638039591341
"RAB4B-EGLN2",1.48632133289353
"ANKRD1",1.48630026555041
"ARF1",1.48615867365521
"FEN1",1.4859049047649
"B3GNT4",1.48578952570257
"NUP98",1.48571727525519
"LMAN2L",1.48561623404304
"SLC6A12",1.48557560089022
"ASB13",1.48552976053374
"CENPV",1.48537947749425
"BSG",1.48524316804673
"CBX4",1.48507991834812
"ZDHHC5",1.48507055883243
"SPSB2",1.48496680562136
"FRMD4A",1.48488370191195
"ILF2",1.48485773216346
"CFAP20",1.4846015843562
"ASB3",1.48458870521634
"BMP4",1.4843797866668
"MROH7-TTC4",1.48437123630069
"GGCX",1.48415826230653
"YTHDF2",1.4841189901403
"VPS26B",1.48408829143345
"PLXNC1",1.48399291750831
"KLF6",1.4838913851557
"PICALM",1.48383086135294
"USP34",1.48380589157851
"MAPKBP1",1.48369352341018
"NME4",1.48365891826325
"SKIDA1",1.48354762259794
"PRSS8",1.48331886184083
"EFCAB2",1.48327133141958
"CALM2",1.48319993922949
"DNM2",1.48319792407971
"CASZ1",1.4831779432746
"TRNP1",1.48312384105498
"AC020915.4",1.48297560722589
"SPATA21",1.48295922101618
"SPEN",1.48290483048433
"TP53BP1",1.48289528717272
"COP1",1.48283477391591
"LIG3",1.48280850294414
"ATP5PB",1.48277505291013
"PSMD9",1.48265849070192
"UBE2O",1.4825826807529
"NTNG1",1.48227296235295
"ZMPSTE24",1.4821012256164
"SUDS3",1.48201302941472
"YME1L1",1.48186981821081
"PPP4C",1.48176339552934
"C1orf112",1.48156883364013
"ARID2",1.48149050024
"NAA60",1.48146737283838
"TBC1D3K",1.48142065461401
"PSMD11",1.48140410380181
"POLR3B",1.48136089300976
"MFAP1",1.48122994938585
"PNPLA2",1.48122373433454
"KLHL42",1.48109486516003
"FTSJ3",1.48102698710766
"PINK1",1.48087599486013
"HAS3",1.48078687830181
"MYO7A",1.48074661082728
"ERG28",1.48065611927688
"KAT2A",1.48041034962383
"TOR1AIP2",1.48034891722446
"TRPM7",1.48015489196843
"ENSA",1.48010015145523
"FNDC3A",1.47972088282077
"ISCU",1.47970529658115
"RRP8",1.47969329231198
"INPPL1",1.47961635238163
"NR1H4",1.47951707614797
"FLII",1.47923058540183
"SLC22A18",1.47919911676646
"GEMIN2",1.47919316183057
"DCUN1D3",1.4791332883911
"ZWILCH",1.47864001531781
"PLA2G4B",1.47841512943763
"PHACTR4",1.47823119740106
"SLC12A4",1.47814487140939
"MYEOV",1.47814014445796
"SLC51B",1.47810363664299
"ENOSF1",1.4780399200235
"TMED8",1.47798507410443
"ZNF672",1.47790206495627
"TRIM44",1.47790097179486
"RAB20",1.47780062156479
"CDKN3",1.47765736677577
"PAN3",1.47761491035022
"NECTIN1",1.47758461861762
"PITPNM1",1.47752373940722
"GALNT6",1.47744531124352
"ANKRD40",1.47733606651131
"HID1",1.4773276828242
"SHOC2",1.47702253166411
"DUSP12",1.47690624219977
