Geneid,GroupA_1,GroupA_2,GroupA_3,GroupB_1,GroupB_2,GroupB_3,foldchange,pvalue
CA4,8,12,0,4,0,6,1.008541611,0.842934029
USP32,1869,2410,2008,2739,2277,3520,1.00395996,0.898057952
C17orf64,2,0,0,5,1,2,1.054832871,0.142408485
APPBP2,474,688,592,751,670,899,0.971947378,0.550675879
PPM1D,563,835,740,1017,736,1188,0.937626919,0.206507043
BCAS3,184,220,145,264,199,279,1.196232666,0.065955306
TBX2,195,288,256,350,268,542,1.01100258,0.903667254
TBX4,17,13,19,19,12,37,1.02480196,0.482903082
NACA2,64,72,74,86,68,98,1.014265766,0.599095846
BRIP1,284,421,367,527,353,597,0.989712921,0.724346543
INTS2,939,1101,1042,1645,1062,1727,0.794413983,0.397923248
MED13,1430,1731,1436,2044,1563,2452,1.003803281,0.873795259
METTL2A,482,682,574,813,578,872,0.980339679,0.555749079
TLK2,4142,5260,5126,7211,5210,7948,0.909084011,0.056487362
MRC2,4,8,4,8,12,6,0.913427519,0.056963847
TANC2,67,95,21,82,82,68,0.985605687,0.681357756
CYB561,38,70,48,53,40,118,0.983885929,0.419282502
ACE,0,2,0,0,0,5,0.899952295,0.389876821
AC113554.1,0,2,0,4,2,0,0.62750479,4.18612E-06
KCNH6,2,0,4,0,2,0,0.995258395,0.839969028
DCAF7,1564,2146,1971,2372,1692,2956,0.668652522,0.499674758
TACO1,1227,1662,1280,1876,1487,2343,1.485543234,6.8634E-07
MAP3K3,276,367,338,459,319,526,1.185510716,0.003380449
STRADA,222,292,246,307,264,379,1.010259996,0.84729437
LIMD2,109,126,135,193,135,204,1.024899982,0.424317437
AC046185.1,4251,5667,4731,6954,5142,8239,0.979574266,0.497690924
CCDC47,15780,21575,18083,26824,20539,31699,1.353940454,0.054361265
DDX42,11297,15043,12873,18343,13843,22206,0.991102405,0.751378505
FTSJ3,14472,19352,16803,23454,17967,28324,0.93907905,0.104756262
PSMC5,8903,10942,9435,14091,10560,16681,1.041556253,0.392946523
SMARCD2,1371,1865,1654,2185,1515,2861,0.947528903,0.293811357
CSH2,0,0,0,0,2,0,1.041510585,0.477501351
AC127029.3,2,2,0,4,2,2,0.988454014,0.699912816
CD79B,2,2,0,4,2,4,1.068833892,0.200373032
SCN4A,2,6,2,0,6,4,0.956876568,0.807964016
PRR29,22,30,14,52,43,51,1.068103635,0.091007643
ICAM2,52,82,36,89,74,84,1.000747955,0.99093685
ERN1,269,404,255,415,385,416,0.949861714,0.305511951
TEX2,2284,3048,2306,3696,2772,4139,1.01530031,0.641742166
PECAM1,108,132,59,131,93,90,0.95144203,0.283263654
MILR1,6,2,6,8,0,8,0.99932373,0.983824195
POLG2,550,734,605,921,641,1049,1.043952863,0.090868338
DDX5,48207,62963,52436,79486,59754,90143,0.96526016,0.48344411
CEP95,2134,2697,2357,3330,2547,3935,0.968393178,0.312921983
SMURF2,1876,2313,1571,2653,2261,2450,0.990578709,0.694314316
LRRC37A3,54,85,30,78,73,77,0.792728118,0.000309078
GNA13,698,870,704,1103,941,1120,1.19085583,0.000493339
RGS9,12,16,4,28,34,20,1.087004205,0.033485751
AXIN2,3363,4007,3859,5392,3897,6117,2.733430244,1.02623E-09
AC004805.1,967,1320,1176,1634,1216,1810,1.367653344,0.000362517
CEP112,207,276,353,381,234,485,1.003836967,0.903749724
APOH,5706,10675,9784,10656,7699,16958,0.936432561,0.020099082
PRKCA,1493,1829,1515,2199,1771,2548,0.982566097,0.557143781
CACNG5,0,0,0,2,2,0,1.199248672,0.424326396
CACNG4,10,23,4,22,20,17,1.028066181,0.571626634
HELZ,2001,3019,2467,3288,2600,4145,0.973263618,0.49867081
PSMD12,3735,4895,4007,6320,4773,6906,1.407719336,9.53403E-05
PITPNC1,586,732,485,702,586,760,0.835242914,0.176492777
NOL11,2922,3398,3003,4827,3464,5320,0.967307785,0.471684708
BPTF,9828,12861,11043,15754,11627,18663,0.970241716,0.24389799
C17orf58,130,164,139,256,147,246,0.959150587,0.518842277
KPNA2,6032,8232,7294,10511,7323,12684,1.056700843,0.224048372
AMZ2,1027,1431,1218,1814,1265,1922,1.121191842,0.002332219
ARSG,585,895,690,796,755,1218,1.050286953,0.222834198
SLC16A6,182,262,86,202,228,135,0.929265444,0.073819205
WIPI1,1020,1607,1192,1453,1344,2090,1.027019668,0.402101044
PRKAR1A,18878,27729,21530,30157,24123,38821,0.95909153,0.648332257
FAM20A,121,231,188,260,150,245,0.99779598,0.934315983
ABCA8,21,30,22,25,20,52,0.987149453,0.736554293
ABCA9,0,0,0,2,4,2,1.019310065,0.444458653
ABCA6,6,0,2,0,2,4,0.815167682,3.53775E-06
ABCA10,0,6,0,4,4,8,0.982034198,0.577123607
ABCA5,324,483,282,490,455,420,0.907296837,0.112190998
MAP2K6,90,148,129,140,142,252,0.997477593,0.969541217
KCNJ16,0,0,0,2,2,0,0.998326834,0.949085229
KCNJ2,0,2,0,2,2,6,0.968646232,0.558800608
SOX9,3314,4619,3964,5491,4008,6494,0.987360064,0.599368828
SLC39A11,156,279,189,353,201,352,1.078560764,0.085744331
SSTR2,3,4,4,4,2,4,0.986496091,0.701545068
COG1,1285,1694,1306,2003,1509,2302,1.00697108,0.767950961
FAM104A,1302,1648,1349,2104,1550,2498,1.00115696,0.972853
C17orf80,1495,1939,1818,2575,1841,3088,0.57614901,0.012497245
CPSF4L,11,28,34,41,9,33,1.199506591,0.000181634
CDC42EP4,328,446,475,630,421,858,1.007158348,0.845932787
SDK2,0,2,4,2,0,2,0.91167366,0.112729858
RPL38,9566,13258,10658,14982,11142,18715,0.962477077,0.383102983
TTYH2,20,22,24,48,43,16,0.916479273,0.030765765
DNAI2,0,2,0,2,0,0,0.837553205,3.28415E-05
KIF19,2,2,2,2,4,0,0.960500448,0.456231934
BTBD17,2,2,4,0,2,2,1.054590951,0.34926284
GPR142,0,0,0,2,0,0,0.956258706,0.458765566
GPRC5C,557,818,734,947,659,1348,0.988761741,1
CD300LB,0,0,0,1,0,2,0.944991239,0.126026412
CD300C,0,4,0,0,2,0,0.912465752,0.476536668
RAB37,2,10,10,12,8,14,0.5532335,0.000134476
CD300LF,0,0,0,0,2,0,1.026120226,0.346715031
SLC9A3R1,2463,3750,3334,4411,3135,5852,1.249774842,7.43323E-05
NAT9,1493,2050,1565,2332,1852,2859,0.949580208,0.164405703
TMEM104,547,805,700,904,704,1235,1.017480681,0.608520289
GRIN2C,12,4,13,10,8,17,1.06374969,0.143141548
FDXR,1666,2510,2171,2786,2195,3852,0.976038268,0.590500748
FADS6,4,0,0,0,4,2,1.000276237,1
USH1G,0,2,2,0,0,4,1.008178168,0.804971037
HID1,119,132,70,168,112,170,0.896132877,0.1451301
CDR2L,488,498,361,625,432,671,1.261805801,0.581088811
MRPL58,826,1172,1075,1391,1167,1781,0.873717802,0.006259131
KCTD2,2305,3044,2458,3509,2843,4165,1.0777171,0.047548832
ATP5PD,3162,4219,3272,4862,3901,5846,0.922005671,0.036676307
SLC16A5,26,22,18,24,21,26,0.973733552,0.432850692
ARMC7,168,186,161,225,142,384,1.057479748,0.23568142
NT5C,499,680,584,690,613,956,1.026517757,0.698346567
JPT1,2169,2874,2260,3341,2599,3728,0.981872405,0.565977584
SUMO2,6533,8610,7273,10892,7785,12807,0.989018189,0.660536749
NUP85,493,677,552,835,564,938,0.935414391,0.175410368
GGA3,1067,1427,1060,1634,1333,1790,1.007179889,0.898729278
MRPS7,4560,6078,5295,7502,5739,9123,1.184261259,0.112987254
MIF4GD,152,206,138,234,182,315,1.006432363,0.803364527
SLC25A19,229,309,220,373,273,402,1.00483017,0.860291481
GRB2,4003,5096,4283,6322,4740,7717,0.723370399,0.167219814
TMEM94,434,565,422,643,457,712,1.006121033,0.85815053
CASKIN2,207,245,208,286,233,337,1.018138353,0.489889522
TSEN54,247,259,298,364,246,488,1.197342768,0.001083234
LLGL2,571,877,715,1035,722,1298,0.904425126,0.375589765
MYO15B,592,844,305,826,744,488,1.008585107,0.794835497
RECQL5,471,604,541,801,596,886,1.073730107,0.082739091
SMIM5,0,8,4,7,2,9,0.977313507,0.347458042
SMIM6,16,32,22,38,28,36,0.985353868,0.731469993
SAP30BP,10257,14372,11242,16915,13231,18822,0.929946951,0.026023304
ITGB4,98,161,99,165,106,170,1.273449361,0.142061807
GALK1,200,322,238,326,266,457,0.995106832,0.863319432
H3-3B,7350,9975,7938,12104,8847,14383,1.047345838,0.226262196
UNK,507,675,606,895,609,1056,3.509951598,1.54072E-05
UNC13D,421,644,629,635,512,1107,1.017011873,0.50148397
WBP2,742,1186,974,1222,1006,1876,0.937741096,0.13988545
TRIM47,455,526,519,622,533,832,1.021201584,0.510912935
TRIM65,122,176,151,218,145,309,0.970384139,0.548669757
MRPL38,2124,2757,2552,3398,2653,4635,1.014670715,0.711401836
AC087289.3,2257,2900,2713,3613,2796,4850,1.027751098,0.634904587
FBF1,254,309,304,376,245,440,1.047878473,0.587474108
ACOX1,714,894,699,992,737,1354,1.020036456,0.621606637
TEN1-CDK3,345,488,357,530,366,670,1.057502137,0.304359872
TEN1,243,347,246,366,275,520,1.126689997,0.047311951
CDK3,104,148,109,172,97,170,0.987481753,0.842059545
EVPL,2371,3234,2236,3547,2710,3536,1.022413215,0.542804484
SRP68,6411,8540,7895,10664,7992,12817,0.883729091,0.008647032
ZACN,1717,2386,2035,2801,2099,3407,0.967877717,0.504950207
GALR2,6,6,6,17,6,6,1.045236049,0.083121829
EXOC7,4237,5689,4534,6539,5134,7880,0.939246878,0.045545435
FOXJ1,17,38,30,32,24,28,0.997494252,0.956283232
RNF157,128,205,51,182,147,62,0.889971733,0.439800132
UBALD2,336,567,298,566,459,528,1.337936016,0.013796814
QRICH2,47,92,72,90,91,112,1.007984986,0.743779284
PRPSAP1,1191,1676,1548,1981,1494,2525,1.02542599,0.437051172
SPHK1,1228,1547,1205,1964,1469,2386,1.030041233,0.283517499
UBE2O,2336,3233,2853,4016,2925,4755,1.002920337,0.950466415
AANAT,0,0,0,3,2,0,0.995282882,0.884702946
RHBDF2,512,573,494,704,536,742,1.002904892,0.95602784
CYGB,610,918,675,704,663,1075,1.236492323,0.018656776
PRCD,73,115,105,109,64,134,1.526484794,0.226332622
AC015802.6,156,239,190,237,192,314,1.043941523,0.194642907
ST6GALNAC2,2,8,6,6,4,4,0.98481221,0.739135914
ST6GALNAC1,0,2,2,0,2,2,1.013115641,0.59128913
MXRA7,4973,7099,5432,8024,6173,8957,1.091608688,0.100542229
JMJD6,1840,2332,2200,3299,2311,3884,1.389127806,0.124294023
METTL23,130,214,136,210,171,234,0.761069191,8.21782E-11
AC005837.2,52,75,41,111,92,111,0.948806756,0.138483396
SRSF2,1134,1446,1363,2013,1313,2518,0.778653477,0.001224157
MFSD11,1009,1386,1220,1871,1241,2289,1.011099689,0.744536591
MGAT5B,19,41,29,32,22,21,1.01508968,0.582432915
SEC14L1,2566,3276,2916,4183,3181,5059,0.901522338,0.045634048
SEPTIN9,13396,17603,15191,21013,16683,26308,1.19615006,0.236119836
TNRC6C,598,863,631,1043,817,1228,1.01583774,0.543420088
TMC6,763,969,809,1162,974,1424,0.871636819,0.057004287
TMC8,5,8,6,12,9,36,0.993603977,0.822046622
C17orf99,1,4,2,0,0,4,1.063313799,0.858204092
SYNGR2,580,914,714,922,706,1214,0.96964661,0.398274449
TK1,549,803,809,1093,638,1277,1.063504061,0.175153892
AFMID,1298,1942,1859,2265,1552,2860,1.045378208,0.110789194
BIRC5,1626,2293,2380,3140,1966,3981,0.986234636,0.633512342
SOCS3,22,47,36,52,34,46,1.146190396,0.059319849
PGS1,129,195,158,233,207,271,2.324689803,1.03543E-06
DNAH17,101,136,98,124,108,170,0.91793826,0.365216286
CYTH1,2359,3191,2506,3774,2925,4318,0.994687809,0.884141245
USP36,3572,4761,3684,5784,4607,6102,1.033934532,0.441625466
TIMP2,1658,2519,1402,2702,2237,2576,0.981433873,0.721333089
CEP295NL,871,1301,699,1366,1134,1380,1.023657582,0.407008338
LGALS3BP,6005,9406,6210,9790,7789,11936,0.530848298,3.42477E-10
CANT1,1046,1397,976,1669,1318,2101,1.008125771,0.830248018
C1QTNF1,34,50,42,52,45,73,8.295946128,0.000700954
ENGASE,234,276,312,346,306,383,0.972308687,0.346903848
RBFOX3,0,0,2,4,2,4,1.007690124,0.831788396
ENPP7,32,72,36,56,53,57,0.991666933,0.851336593
CBX2,313,407,386,551,385,537,1.024043806,0.554739648
CBX8,398,527,554,687,499,861,1.055464734,0.336274525
CBX4,1959,3103,2446,3468,2680,4271,0.998426743,0.960544918
TBC1D16,1382,2027,1619,2201,1668,2583,1.088284831,0.117825969
CCDC40,349,389,412,525,408,586,1.076445401,0.069167908
GAA,888,1232,882,1388,994,1613,0.952414484,0.121884204
EIF4A3,2721,3683,3046,4334,3264,5348,1.017024374,0.535973217
CARD14,18,34,16,23,26,35,1.024504572,0.469068259
SGSH,215,295,226,354,269,429,0.961067896,0.254797364
SLC26A11,84,95,86,128,86,123,0.966875696,0.713467484
RNF213,2658,3580,2742,3717,3081,4286,1.006062438,0.852020644
ENDOV,90,123,128,123,120,170,1.0555815,0.305149578
NPTX1,4,4,0,4,4,2,0.993684609,0.868966568
RPTOR,1649,2066,1521,2458,1930,2877,0.130956158,3.78178E-07
CHMP6,1250,1537,1390,1928,1552,2372,0.965946161,0.307104454
BAIAP2,685,910,713,1162,965,1411,1.079555875,0.236831846
AATK,69,112,69,96,50,97,0.977943633,0.473486095
PVALEF,3,2,0,4,0,3,0.986112339,0.659124037
CEP131,1844,2463,2122,3165,2173,3555,0.998542714,0.965976087
TEPSIN,52,84,66,130,85,165,1.017063683,0.586216765
NDUFAF8,1446,1783,1492,2373,1824,2597,1.014164347,0.751462277
SLC38A10,3073,4504,3986,4891,3675,6626,0.707555999,0.028947276
BAHCC1,85,133,56,147,71,124,0.984038197,0.641672004
ACTG1,45681,57084,42671,68059,55412,78799,0.983796253,0.482340067
FSCN2,2,0,12,2,2,2,1.058847385,0.175413644
FAAP100,164,193,167,194,175,328,0.632400388,1.08346E-05
NPLOC4,3197,4375,3627,5384,3995,5725,0.826542308,5.24084E-06
TSPAN10,2,8,4,6,7,6,1.011394518,0.708543491
PDE6G,10,10,4,20,6,27,0.638975592,0.003902008
OXLD1,306,440,373,497,385,616,1.000608052,0.986295611
CCDC137,6124,8013,7110,10507,7917,12434,0.985339708,0.540685329
ARL16,521,744,585,885,692,941,1.006006987,0.872157568
HGS,4519,6085,4297,6697,5529,7212,1.352776938,0.029684015
MRPL12,1933,2822,2252,3268,2493,4099,1.101043842,0.091893254
AC139530.2,2202,3136,2495,3711,2796,4628,1.05314742,0.271218902
SLC25A10,483,558,495,787,540,966,0.974232471,0.462223919
MCRIP1,226,345,296,410,316,499,0.986768337,0.645053884
PPP1R27,2,0,0,2,0,5,0.990692741,0.810724977
P4HB,25930,39075,32616,42522,32463,59914,1.132954312,0.119575438
ARHGDIA,8416,11728,9492,13658,10516,15892,1.01809888,0.602112629
ALYREF,2920,3566,3369,4814,3391,5984,1.463561258,0.000200865
ANAPC11,1008,1518,1304,1829,1346,2247,1.056745157,0.17675637
NPB,132,223,190,252,175,372,0.977505096,0.477981952
PCYT2,3586,5392,4846,6874,4804,8231,1.012657438,0.747957833
SIRT7,1617,2197,1553,2493,2008,2635,1.001430845,0.966563907
MAFG,866,1144,1024,1386,955,1619,1.022228814,0.395033568
PYCR1,2440,3651,3333,4686,3306,6030,1.023762108,0.491144017
MYADML2,3,2,1,3,1,2,1.030473434,0.332765559
NOTUM,719,1109,1083,1343,914,1921,0.915345616,0.310253241
ASPSCR1,1568,2429,2296,2922,2057,4024,1.407472369,0.007948888
CENPX,1121,1494,1284,1822,1374,2432,1.005173925,0.894947457
LRRC45,951,1224,1173,1748,1172,2032,0.999144648,0.975328941
RAC3,24,22,34,34,27,59,1.005311836,0.863986297
DCXR,652,992,772,1078,758,1436,0.990169138,0.721339153
RFNG,324,417,397,488,393,625,1.196798736,0.002970262
GPS1,1642,2150,1861,2731,2137,3394,0.968971899,0.575706073
DUS1L,2453,3252,2490,3888,2920,4545,1.045976773,0.296438358
FASN,9017,12280,12101,17112,11665,24017,1.173027368,0.005141864
CCDC57,883,1294,859,1255,1005,1571,1.00050332,0.981392284
SLC16A3,2285,3815,3059,4384,2995,4955,1.025662209,0.444806
CSNK1D,2739,3567,2889,4385,3191,5000,0.783027927,0.360272078
CD7,462,817,502,916,594,899,0.866433947,0.534536605
SECTM1,75,115,128,161,105,185,1.0052223,0.830818992
TEX19,36,86,56,68,38,49,1.032984145,0.513293489
UTS2R,2,0,4,3,0,0,1.080019074,0.191027702
OGFOD3,516,751,584,869,587,1097,0.97372291,0.642365996
HEXD,154,219,178,310,215,362,1.008185526,0.843166207
CYBC1,260,325,314,456,361,520,1.030770756,0.271373095
NARF,1166,1588,1401,1923,1349,2525,0.99950469,0.986142797
FOXK2,2577,3605,2931,4326,3007,4892,1.142806393,0.046293578
WDR45B,1124,1566,1314,1996,1480,2446,1.027699193,0.360923064
RAB40B,179,245,269,315,233,530,0.96964196,0.21659371
FN3KRP,693,930,954,1327,881,1657,0.985778569,0.649914504
FN3K,1092,1666,1575,2325,1507,2778,0.909066687,0.136134315
TBCD,697,931,779,1128,802,1390,0.9411443,0.238652957
B3GNTL1,133,151,110,156,121,170,1.013754168,0.629605701
METRNL,70,96,46,86,60,98,1.058759426,0.458181563
TUBB8B,4,2,2,4,2,7,1.566214964,3.49191E-08
USP14,1951,2688,2279,3159,2463,3844,0.996381558,0.925804592
THOC1,1245,1577,1504,2072,1429,2423,1.51569518,0.031449559
COLEC12,8,16,14,8,12,22,0.910577414,0.271059202
CLUL1,9,9,20,22,13,25,0.948532402,0.109762579
TYMS,3522,4732,4294,6227,4280,7711,1.576638367,0.077340617
ENOSF1,2638,3563,3064,4490,3116,5431,0.86896634,0.002862227
YES1,2684,3557,3111,4228,3132,5259,1.028243227,0.377140931
ADCYAP1,2,0,2,2,0,0,0.659847393,1.32059E-05
METTL4,148,165,140,168,104,240,1.009425469,0.761274721
NDC80,766,1066,1082,1509,897,1806,0.9222266,0.033589336
SMCHD1,2649,3470,3030,4591,3276,5056,1.015668119,0.535084433
EMILIN2,52,112,69,110,88,132,0.99634128,0.884589595
LPIN2,1165,1687,1611,1980,1419,2863,0.999178476,0.981789996
MYOM1,68,85,122,141,84,230,0.987972383,0.632753312
MYL12A,9860,13703,10817,15687,12335,18677,1.175361852,0.012521035
MYL12B,7654,10551,7559,11906,9533,13165,0.992867278,0.762258282
TGIF1,917,1130,1018,1324,1057,1810,1.012590498,0.636952197
DLGAP1,4,4,0,0,2,2,0.914840249,0.010440489
AKAIN1,2,6,2,2,0,6,0.972909965,0.420885258
ZBTB14,369,534,472,662,502,786,0.807179449,7.8062E-07
EPB41L3,0,2,2,4,8,2,0.999094212,0.987956962
TMEM200C,6,6,2,8,4,6,1.033448787,0.419637727
L3MBTL4,221,294,193,282,243,360,0.971045746,0.445036321
ARHGAP28,2,2,2,0,2,0,0.994287851,0.919062054
LAMA1,9,8,6,8,14,16,1.012769936,0.670760264
PTPRM,2061,2894,1752,2799,2414,2900,1.048930026,0.15012171
RAB12,682,895,846,1190,874,1352,0.612611061,2.01532E-09
MTCL1,1464,1854,1487,2211,1741,2527,0.999449921,0.983717446
NDUFV2,3075,4004,3381,4701,3666,5814,0.946572755,0.0911548
ANKRD12,2220,2998,2644,3916,2880,4425,0.991725845,0.7761111
TWSG1,235,340,278,385,317,510,1.0072773,0.79887923
RALBP1,5661,6973,6612,8967,6819,10705,0.952848825,0.164692329
PPP4R1,1229,1788,1519,2228,1599,2689,1.01208375,0.741470985
RAB31,328,417,125,389,436,170,0.996656322,0.910560365
TXNDC2,6,10,0,2,4,0,0.972403096,0.509871623
VAPA,2821,3461,2758,4389,3552,4940,1.039140818,0.375054066
APCDD1,10,12,20,14,10,22,0.866735294,0.000290698
NAPG,575,852,689,874,850,1167,0.989845145,0.705347603
PIEZO2,4882,6638,6588,8095,5635,10846,1.113794235,0.2229494
GNAL,53,63,45,64,50,96,0.987257828,0.703074774
CHMP1B,1800,2500,1818,2738,2273,3092,1.065277126,0.146308726
MPPE1,153,231,125,258,133,276,1.049895061,0.190748875
IMPA2,448,709,669,931,531,1252,0.988382582,0.655192569
ANKRD62,0,0,0,2,0,4,0.998165427,0.951170838
CIDEA,4,2,0,6,7,4,0.978288977,0.642489328
TUBB6,4870,6539,4846,7490,6009,8065,0.964955509,0.202249956
AFG3L2,5011,7191,6142,9201,6847,10457,0.995805698,0.870302845
PRELID3A,168,193,230,332,176,388,1.128269167,0.297764937
SPIRE1,1568,2355,1354,2475,1995,2419,0.965161048,0.292901727
PSMG2,92,147,121,188,141,165,1.187234637,0.460803764
CEP76,239,279,259,418,326,424,1.060280287,0.383097722
PTPN2,1171,1506,1342,1848,1366,2472,0.163383222,4.3586E-08
SEH1L,935,1217,1053,1504,1209,1922,0.981067762,0.66941649
CEP192,460,546,476,681,400,785,1.007500792,0.823505967
LDLRAD4,76,94,66,138,61,106,0.925781032,0.235296149
FAM210A,611,829,690,987,833,1119,0.752210017,0.007924184
RNMT,1135,1547,1199,1609,1330,1976,0.967040913,0.286142911
MC5R,0,0,0,4,2,0,1.113689527,0.084352367
MC2R,0,0,0,2,2,0,1.070483673,0.054221795
ZNF519,49,67,68,119,61,121,1.153616915,0.003932362
POTEC,0,2,0,4,2,4,0.994478973,0.851713867
ANKRD30B,0,0,0,4,6,10,0.974082868,0.363319038
ROCK1,9554,12404,10908,15960,12079,18110,1.018288316,0.677115018
GREB1L,7,10,15,11,14,30,1.048827796,0.065052001
ESCO1,972,1244,1106,1646,1243,1942,1.007756572,0.807867845
SNRPD1,10075,13013,11537,17101,12715,20338,1.032451739,0.626806973
ABHD3,126,158,130,194,141,254,1.03321806,0.409183004
MIB1,1532,2028,1713,2373,1835,2944,0.846134655,0.044110109
GATA6,84,82,87,97,56,129,1.082717439,0.274217242
CTAGE1,14,22,2,12,6,8,1.062834488,0.23864515
RBBP8,2816,3631,3062,4833,3477,5481,1.003539274,0.935390311
CABLES1,682,1001,737,1163,870,1317,0.998614142,0.971142856
TMEM241,57,64,41,63,33,82,1.028311561,0.369057712
RIOK3,1487,2254,1460,2134,1912,2226,0.983640403,0.604198109
RMC1,290,429,369,571,411,644,0.997354464,0.95828696
NPC1,1269,1691,1419,1984,1585,2688,1.116370704,0.09687827
ANKRD29,12,20,10,12,17,16,0.998620951,0.978247418
LAMA3,683,823,477,923,756,812,0.924564388,0.06248803
TTC39C,588,1006,910,1265,846,1483,0.953142441,0.210442652
CABYR,41,64,32,66,50,86,0.981072596,0.520356328
OSBPL1A,8,6,6,8,6,6,0.966953179,0.391768585
IMPACT,334,352,411,480,323,576,0.991912962,0.866226598
ZNF521,2,2,0,4,0,0,0.975658284,0.471078402
SS18,1634,2154,1888,2832,2052,3218,0.920865741,0.592946319
TAF4B,118,148,114,200,124,188,0.985420224,0.551221961
KCTD1,174,220,158,274,179,272,1.105187766,0.011050971
AQP4,6,12,4,14,14,26,1.118867458,0.09685031
CHST9,316,492,444,614,407,748,1.002440838,0.918995768
CDH2,1917,2419,2194,2850,2054,3563,0.986458313,0.777525384
DSC3,46,73,56,59,61,81,1.007892458,0.83055767
DSC2,3707,4643,3513,5912,4503,5967,1.001590182,0.947495426
DSC1,1,5,2,4,0,5,1.067209901,0.06940623
DSG1,0,2,3,9,6,7,0.865128623,0.607585775
DSG4,0,6,2,8,2,2,0.990221717,0.68589227
DSG2,5582,7575,5240,8480,6817,9185,0.999325194,0.983617483
TTR,711,1394,1313,1204,918,2319,0.730594289,1.74263E-05
B4GALT6,176,246,211,296,226,331,1.075957009,0.098288341
SLC25A52,2,4,4,3,0,0,1.038481008,0.198310087
TRAPPC8,542,773,653,881,685,1143,1.051831129,0.355851353
RNF125,2,12,4,11,6,4,0.998754465,0.972838924
RNF138,160,222,183,302,217,368,0.890930099,0.001719136
GAREM1,100,159,109,146,141,143,1.059932956,0.127620915
KLHL14,383,565,563,707,492,1055,0.137369713,1.20663E-08
CCDC178,2,2,0,0,0,4,1.016537363,0.57255346
ASXL3,0,0,2,0,0,2,1.026006943,0.826494762
NOL4,6,20,8,38,11,22,0.837319891,0.054571282
DTNA,662,794,576,920,832,991,1.180099927,0.022030749
MAPRE2,2089,2626,2535,3343,2609,4592,1.007712827,0.909272953
ZNF397,643,897,672,1032,872,1165,1.178972061,0.039508493
ZSCAN30,411,570,420,594,465,677,1.086221479,0.026042083
ZNF24,1574,2365,1786,2764,2014,2999,1.04896957,0.397583812
ZNF396,44,60,44,50,58,84,1.004859044,0.884905458
AC007998.2,562,640,551,891,607,990,1.007517746,0.899290307
INO80C,748,839,694,1162,823,1263,0.898016595,0.076444943
GALNT1,2436,3288,2668,4005,3083,4627,1.044859896,0.345071318
C18orf21,228,289,291,374,298,399,0.965949698,0.258194935
RPRD1A,2301,3373,2835,3979,3014,5128,1.150593651,0.025792342
SLC39A6,1414,1973,1908,2444,1754,2879,0.989236546,0.767591822
ELP2,744,1078,922,1246,951,1588,1.02315045,0.730418265
MOCOS,546,957,628,1015,674,1173,0.947388523,0.163382619
FHOD3,10,14,8,13,15,12,1.031470365,0.380808647
TPGS2,769,997,886,1192,854,1595,0.961001288,0.408326353
KIAA1328,138,167,178,239,165,240,0.967570264,0.489050562
CELF4,0,2,9,4,2,6,1.028103868,0.352743473
PIK3C3,795,1007,773,1153,902,1308,0.987407516,0.775712126
